ds,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU28,AU45,E0,E1,E2,E3,E4,S,slope,rpe
684623.823,1.63759,0.0,0.0,1.25303,0.0,0.0,0.168243,0.453708,0.0,0.0,0.289546,0.037629,1.83451,0.0,0.0578256,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.0334195054733901
684623.852,1.84953,0.0,0.0,0.861914,0.0,0.815286,0.301546,0.459626,0.641168,0.0,0.234438,0.245296,1.66458,0.0,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.0376516699203533
684623.88,0.0,0.0,0.0,0.0,0.0,0.741058,0.678044,0.535417,0.0,0.0,0.374244,0.0,2.01406,0.0,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.041737897672208
684623.909,2.15426,0.0696005,0.0,0.358856,0.0,0.0,0.0,0.511536,0.0,0.0,0.461959,0.477593,1.33362,0.142324,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.045970062119171
684623.966,1.67941,0.0,0.0,0.0,0.0,0.0,0.372101,0.514234,0.0,0.0,0.0464614,0.00410478,1.36803,0.0,0.0705352,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.054288454317989
684623.995,1.38451,0.200536,0.0,0.798158,0.0,1.15703,0.521286,0.403398,0.0,0.0,0.20646,0.223594,1.63615,0.0929959,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.0585206187649518
684624.08,0.0,0.0,0.0,1.23669,0.0,0.0,0.0,0.938631,0.0,0.0,0.428752,0.721097,1.39134,0.0,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.070925238698635
684624.137,0.0,0.0,0.166733,1.38578,0.0,0.99951,0.662154,0.47155,0.0,0.0,0.610114,0.430806,1.3581,0.0,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.079243630897453
684624.166,0.0,0.0,0.0,1.2702,0.0,1.71867,0.590886,1.04601,0.0,0.0,0.0,0.0,1.33028,0.38571,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.0834757953444158
684624.195,1.57603,0.230403,0.330931,1.33182,0.0,1.20319,0.0,0.0,0.0,0.0,0.447997,0.284991,0.630618,0.260552,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.087707959791379
684624.223,2.35373,0.274662,0.34814,1.62506,0.0,0.0,0.0,0.0,0.0,1.40332,0.655067,0.0,0.842889,0.0,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.0917941875432338
684624.252,1.79819,0.276032,0.364504,0.928386,0.0,1.21912,0.785332,0.527643,0.0,0.935582,0.726254,0.318615,1.4526,0.0,0.0325867,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.0960263519901967
684624.366,0.0,0.0,0.0,2.30411,0.0,0.716581,0.0,0.555071,0.0,0.0,0.0,1.13845,0.925396,0.826197,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.14593670516611404,1.1126631363878323
