ds,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU28,AU45,E0,E1,E2,E3,E4,S,slope,rpe
1281285.772,0.52755,0.0,0.0,0.0,0.0,0.0,0.0,1.08729,0.475571,0.0,1.6968,1.39322,0.0,0.353932,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.007531120334624
1281285.801,0.386973,0.0,0.0,0.0,0.639708,0.0,0.0,2.32218,0.0,0.0,1.06394,0.0,0.0,0.0,0.0,0.0920418,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0093360995792746
1281285.83,0.671124,0.0,0.711694,1.37732,0.406468,0.0,0.0,2.04835,0.0,0.0,0.659784,0.0,0.0,0.490105,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.011141078838417
1281285.858,0.947225,0.0,0.0,1.65382,0.229888,0.0,0.0,1.12116,0.0,0.0,0.46344,0.0,0.818056,0.0,0.0,0.474683,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0128838174234567
1281285.915,1.66978,0.602428,0.0,1.53898,0.0,0.0,0.0,1.15094,0.0,0.439791,0.202539,0.0,1.14073,0.0,0.0,0.101356,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0164315352676387
1281285.972,0.890399,0.0,0.0,0.0,0.0,0.0,0.0,1.30763,0.0,0.0,0.199373,0.0,0.978496,0.0,0.0,0.580074,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0199792531118206
1281286.058,0.0,0.0,0.0,0.518459,0.0,0.0,0.487888,0.0,0.0,0.0,0.729238,1.45659,1.4302,0.897717,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0253319502006533
1281286.115,0.0,0.0,1.69865,0.0,0.0,0.0,0.578524,0.0,0.519441,0.0,0.744122,0.0,1.53263,0.767595,0.0,0.0,0.0,1.02333,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0288796680448353
1281286.172,0.0,0.0,0.791553,0.308424,0.0,0.0,0.301543,0.0,0.0,0.0,0.521015,0.0,0.0,0.0,0.17363,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0324273858890174
1281286.201,0.0,0.0,2.07329,0.0,0.603698,0.799269,0.0,0.0,0.0,0.0,0.329819,0.0,0.53212,1.252,0.000510136,0.0,0.0,1.44712,-2,-2,-2,-2,-2,0,0.06224066390047507,1.034232365133668
1281286.23,0.0,0.0,2.2369,0.0,0.0,0.0,0.0,0.0,0.554664,0.0,0.376069,0.0,0.0,1.02788,0.130302,0.0,0.0,1.56194,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0360373443928104
1281286.258,0.00820354,0.0,2.14966,0.0,0.0,0.447034,0.935832,0.0,0.0,0.0,1.32393,0.0,0.0,0.484905,0.0,0.0,0.0,1.46654,-2,-2,-2,-2,-2,0,0.06224066390047507,1.03778008297785
1281286.401,0.0,0.0,0.0,1.05736,0.0,0.0,0.438613,0.0,0.0,0.556863,0.377101,0.0,1.07604,0.0,0.430186,0.0,0.0,0.138738,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0466804979253563
1281286.43,1.20794,0.0,0.0,1.63292,0.644979,0.0,0.105225,0.527428,0.0,0.0,0.0,0.0,0.851059,0.727767,0.288848,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.048485477170007
1281286.458,1.83446,0.0,0.0,0.62541,0.501466,0.0,0.0,0.0,0.0,0.0,0.347728,0.0,0.682721,0.0,0.476341,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0502282157695384
1281286.515,2.14189,0.803208,0.0,0.0,0.898437,0.0,0.0,1.15441,0.0,0.0,0.403451,0.0,0.0,0.0,0.333751,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0537759335992287
1281286.572,1.04715,0.275246,0.841019,0.0,1.05131,0.0,0.0,0.661042,0.0,0.0,0.934494,0.0,0.432339,0.447331,0.270599,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0573236514434108
1281286.601,2.10269,0.721218,0.0,0.0,0.981422,0.0,0.0,0.0,0.507092,0.0,1.113,0.0,0.592137,0.358057,0.831799,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.059128630702553
1281286.715,0.947681,0.0,0.0,0.949579,0.0,0.0,0.256605,1.04332,0.0,0.0,0.674321,0.0,1.50406,0.0,0.375343,0.0,0.0,0.218685,-2,-2,-2,-2,-2,0,0.06224066390047507,1.066224066390917
1281286.772,2.28752,0.0,0.647808,0.541114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92801,0.0,0.0,0.0,0.991564,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0697717842350989
1281286.8,2.37869,0.0,0.943964,1.10445,0.0,0.0,0.0,0.0,0.803659,0.0,0.0,1.12859,0.0,1.22558,0.0,0.0,0.0,0.322585,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0715145228201388
1281286.83,1.76486,0.0,0.0,0.694463,0.399761,0.0,0.0,0.0,0.976067,0.0,0.0517324,0.800265,0.0,0.741515,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.073381742738892
1281286.858,2.13748,0.0,0.0,0.0,0.593959,0.0,0.0,0.865388,1.4866,0.0,0.0,1.75682,0.0,0.671432,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0751244813239318
1281286.915,1.03246,0.0,0.0,0.0,0.0,0.0,0.0,1.2139,1.37278,0.0,0.0,1.23675,0.0,0.562255,0.100797,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0786721991681136
1281287.03,1.21136,0.0,0.0,0.0,0.563009,0.0,0.0,0.0,0.472555,0.330772,0.783553,0.0,1.43986,0.0,0.818217,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0858298755160887
1281287.058,1.24858,0.0,0.0,0.0,0.0,0.0,0.0966452,0.0,0.0,1.38271,1.50342,0.694264,2.56744,0.0,0.899367,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0875726141011284
1281287.115,0.0,0.216992,0.0,0.0,0.0,0.0,0.0687822,0.0,0.0,0.0,1.02252,1.62744,2.0753,0.0,0.656659,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0911203319453104
1281287.172,1.13077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.494724,1.1079,1.59262,0.0,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0946680497894925
1281287.201,0.516815,0.0,0.0,2.19571,0.0,0.0,0.0,0.0,0.0,0.0,0.347357,1.47413,1.25656,0.0,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0964730290341431
1281287.23,0.474592,0.177459,0.0,0.0,0.0,0.0,0.643838,0.0,0.0,0.0,0.837792,1.09887,0.803931,0.0,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.0982780082932855
1281287.372,0.56511,0.0,0.0,1.19801,1.11863,0.0,0.518625,0.471698,0.757867,1.00144,0.69368,0.0,2.09949,0.401537,0.848335,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.107116182566689
1281287.401,1.07105,0.589148,0.0,1.83538,1.17812,0.0,0.25072,0.0,0.248082,0.0,0.674405,0.0,0.438798,0.45537,0.585217,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.1089211618258314
1281287.436,0.57091,0.392389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305754,0.593605,0.694973,0.434274,0.557872,0.621107,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.111099585057131
1281287.458,0.0,0.360923,0.0,0.0,0.0,0.0,0.0,0.0,0.224086,0.208534,0.0850754,0.654252,0.959128,0.539902,0.610914,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.1124688796700133
1281287.515,0.797305,0.0,0.0,0.477227,0.0,0.0,0.0,0.0,0.0760645,0.375199,0.214809,0.855941,0.0,0.246254,0.212159,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.1160165974997038
1281287.572,0.0,0.0,1.06836,0.287053,0.0,0.0,0.0,0.0,0.177682,0.0,0.26524,0.0,0.0,0.378711,0.267631,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.119564315343886
1281287.658,0.0,0.0,0.0,1.11116,0.0,0.0,0.156793,0.304144,0.0,0.0,0.0,0.0,0.0,0.830079,0.0,0.0,0.0,0.460931,-2,-2,-2,-2,-2,0,0.06224066390047507,1.12491701244721
1281287.715,0.0,0.0,0.0,2.34368,0.76148,1.68201,0.0,1.90343,0.0,0.0,0.0,2.03612,0.990575,0.0,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.1284647302913922
1281287.772,1.1735,0.0,0.0,0.0,0.0,0.0,0.0,1.66429,0.0,0.0,0.335182,1.51581,1.80857,0.0,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.132012448135574
1281287.8,1.11115,0.0,0.0,2.02764,0.565411,2.66919,0.0,0.0,0.0,0.0,0.272939,2.04893,0.914856,0.945507,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.133755186720614
1281287.83,0.0,0.0,0.0,1.97941,0.853169,1.46096,0.0,0.0,0.0,0.0,0.0,2.0237,0.613478,1.09607,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.135622406639367
1281287.858,0.0,0.0,0.0,1.27796,0.0,0.0,0.0,1.15764,0.0,0.0,0.00887675,2.02188,0.780109,1.2552,0.0,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.1373651452244067
1281288.001,1.36123,0.131953,0.0,0.0,0.653725,0.0,0.0,1.28184,0.0,0.0360213,0.629584,0.0,1.10705,0.351022,0.339965,0.0,0.0,0.0,-2,-2,-2,-2,-2,0,0.06224066390047507,1.1462655601574214
