ds,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU28,AU45,E0,E1,E2,E3,E4,S,slope,rpe
1288336.201,1.98712,0.0,0.580095,0.0,0.0,1.59773,0.0,0.0,0.0,0.0,0.0,1.5135,1.00009,0.266996,0.0270362,0.0,0.0,0.891497,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0018441859058744
1288336.229,2.40889,0.0264322,1.31883,0.0,0.0,2.50868,0.244182,0.56139,0.0,0.0,0.0,1.13869,0.0,0.105176,0.506862,0.0,0.0,0.907025,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0023935178822105
1288336.258,2.20797,0.0,1.25378,0.0,0.0,2.59419,0.167268,0.0,0.260087,0.754654,0.0,1.10344,1.19048,0.527716,0.0978036,0.0,0.0,0.740454,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0029624688516654
1288336.287,1.45368,0.0,1.5202,0.0,0.0,2.51122,0.305692,0.0,0.571677,1.34436,0.0,0.718916,0.609341,0.0873612,0.405127,0.0,0.0,0.746391,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0035314198256882
1288336.343,1.90611,0.0,1.63472,0.0,0.0,2.69029,0.485128,0.0,0.460601,1.33262,0.0,0.55288,0.731587,0.0,0.464678,0.0,0.0,0.606623,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0046300837737925
1288336.372,1.33164,0.0,1.70474,0.0,0.0,2.67146,0.494972,0.0,0.549902,0.87624,0.582408,0.80235,0.488467,0.356571,0.251312,0.0,0.0,0.645914,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0051990347432473
1288339.143,0.361456,0.0,1.13111,1.01838,0.0,2.98407,0.0,0.0,0.0,0.0,0.473396,1.68857,0.0,0.840795,0.0,0.0,0.0,0.673241,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0595632810785158
1288339.172,0.37877,0.0,0.701775,0.48282,0.0,2.68751,0.0,0.0,0.0,0.0,0.566282,1.42544,0.0,0.658874,0.0,0.0,0.0,0.747678,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0601322320525386
1288339.201,0.48474,0.0,0.832364,0.730366,0.0,2.5548,0.0,0.0,0.0,0.0,0.266221,1.90954,0.0,0.826142,0.0,0.0,0.0,0.620361,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0607011830219935
1288339.231,0.31154,0.0,0.519841,0.314553,0.0,2.7529,0.0,0.0,0.0,0.0,0.531341,1.91521,0.0,0.719143,0.0,0.0,0.0,0.659464,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0612897529937029
1288339.258,0.313966,0.0,0.406564,0.505712,0.0,2.60067,0.0,0.0,0.0,0.269333,0.506076,1.89699,0.0,0.0,0.189614,0.0,0.0,0.553402,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0618194659677844
1288339.286,0.544048,0.0,0.58993,0.740723,0.0,2.01232,0.0,0.0,0.0,1.40749,0.480115,1.4993,0.0,0.0,0.0764455,0.0,0.0,0.534333,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0623687979441205
1288339.401,0.0,0.0,0.186289,0.756727,0.0,2.41116,0.0191571,0.0,0.0,0.74125,0.140588,1.42327,0.484811,0.0,0.174837,0.0,0.0,0.681473,-2,-2,-2,-2,-2,0,0.019618999038706328,1.064624982833389
1288339.429,0.427407,0.0,0.546752,0.731929,0.0,2.10415,0.0,0.0,0.0,0.860727,0.468131,1.02477,0.0,0.0,0.0478731,0.0,0.0,0.572478,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0651743148051573
1288339.458,0.0,0.0,0.484646,0.443261,0.0,1.58952,0.0,0.0,0.0,0.0,0.459899,0.551007,0.705737,0.0,0.157561,0.0,0.0,0.670206,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0657432657791799
1288339.486,0.701851,0.0,0.643157,0.39474,0.0,2.1863,0.0,0.0,0.0,0.411242,0.254812,0.630519,0.0,0.0,0.214451,0.0,0.0,0.670535,-2,-2,-2,-2,-2,0,0.019618999038706328,1.066292597750948
1288339.543,0.564599,0.0,0.468053,0.0,0.0,1.70586,0.0,0.0,0.0,0.538909,0.489248,0.0,0.0,0.0,0.0,0.0,0.0,0.610037,-2,-2,-2,-2,-2,0,0.019618999038706328,1.067410880696739
1288339.572,0.0,0.0,0.497689,0.0,0.0,2.07329,0.0,0.0,0.0,0.867059,0.0,0.55757,1.09434,0.0,0.0752188,0.0,0.0,0.713441,-2,-2,-2,-2,-2,0,0.019618999038706328,1.067979831666194
1288339.658,0.38082,0.0,0.689915,0.704592,0.0,2.59573,0.0,0.973985,0.0,0.0,0.0,1.8739,0.0,0.681526,0.0,0.0,0.0,0.614741,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0696670655860077
1288339.686,0.446582,0.0,0.859073,0.959454,0.0,2.55983,0.0,0.0,0.0,0.0,0.0,1.95107,0.0,0.527193,0.0,0.0,0.0,0.667122,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0702163975577759
1288339.743,0.286303,0.0,0.841916,0.764143,0.0,2.0072,0.0,0.0,0.0,0.0,0.110328,1.63225,0.0,0.514257,0.0,0.0,0.0,0.808127,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0713346805035668
1288339.772,0.0,0.0,1.2222,0.614839,0.0,1.77414,0.0,1.01963,0.0,0.0,0.341987,1.39176,0.0,0.595191,0.0,0.0,0.0,0.863829,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0719036314775896
1288339.801,0.385387,0.0,1.23628,0.49057,0.0,1.86187,0.0,0.0,0.0,0.0,0.330306,1.29964,0.0,0.574246,0.0908061,0.0,0.0,0.850555,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0724725824470445
1288339.83,0.0,0.0,1.0474,0.475253,0.0,1.81574,0.0,0.0,0.0,0.0,0.196403,1.19811,0.0,0.745881,0.0,0.0,0.0,0.777547,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0730415334210672
1288339.943,0.0,0.0,1.30007,0.580542,0.0,0.0,0.0,0.0,0.0,1.7137,0.544347,0.662633,0.0,0.0,0.241594,0.0,0.0,0.778733,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0752584803103944
1288339.972,0.0,0.0,1.35362,0.402256,0.0,1.49591,0.0,0.0,0.0,1.77007,0.354441,0.639344,0.0,0.0,0.271122,0.0,0.0,0.850866,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0758274312844172
1288340.001,0.0,0.0,1.44637,0.242176,0.0,0.0,0.0,0.0,0.0,1.1451,0.175564,0.0,0.0,0.0,0.582334,0.0,0.0,0.834932,-2,-2,-2,-2,-2,0,0.019618999038706328,1.076396382253872
1288340.029,0.0,0.0,1.20734,0.82808,0.0,0.0,0.189105,0.0,0.0,1.52518,0.499475,0.814629,0.0,0.0,0.365284,0.0,0.0,0.895471,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0769457142302081
1288340.058,0.0,0.0,0.0,0.711033,0.0,0.0,0.0154566,0.0,0.0,0.783416,0.773068,0.0,0.543204,0.0,0.396797,0.0,0.0,0.685769,-2,-2,-2,-2,-2,0,0.019618999038706328,1.077514665199663
1288340.086,0.0,0.0,1.05776,0.243004,0.0,1.20852,0.0,0.0,0.0,0.368892,0.475284,0.0,0.0,0.0,0.44887,0.0,0.0,0.768532,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0780639971714312
1288340.201,0.0,0.0,1.60086,0.353944,0.0,0.0,0.0,1.4951,0.0,0.0,0.0,1.85928,0.421113,0.701141,0.128004,0.0,0.0,0.904597,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0803201820606998
1288340.23,0.0,0.0,1.7422,0.394999,0.0,2.17143,0.0,1.37895,0.0,0.0,0.0,2.51798,0.597456,0.610387,0.0,0.0,0.0,0.981013,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0808891330347226
1288340.258,0.457139,0.0,1.38583,0.706241,0.0,0.0,0.0,1.01155,0.0,0.0,0.0,2.08872,0.628951,0.545424,0.0420986,0.0,0.0,0.767063,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0814384650064908
1288340.286,0.541661,0.0,1.32132,0.571442,0.0,0.0,0.00346414,1.07645,0.0,0.330199,0.0,2.67373,0.0,0.609259,0.0664722,0.0,0.0,1.07167,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0819877969828269
1288340.343,0.0,0.0,1.58286,0.0621368,0.0,2.16958,0.0,0.0,0.0,0.0237191,0.0,2.61966,0.351384,0.487504,0.0,0.0,0.0,1.02788,-2,-2,-2,-2,-2,0,0.019618999038706328,1.0831060799286178
